Var1,Var2,Var3
2.5,0.00125,-0.000181596790638458
3.53553390593274,0.00125,-9.53997339386986e-05
5,0.00125,0.000424138057041974
7.07106781186548,0.00125,0.0023670480218217
10,0.00125,0.00337561326424683
14.142135623731,0.00125,0.00992019841413219
20,0.00125,0.0230560537641348
2.5,0.0025,-0.000947144559409493
3.53553390593274,0.0025,-0.000864051941862764
5,0.0025,-0.00034191752314139
7.07106781186548,0.0025,0.00158938548273406
10,0.0025,0.00260581770713774
14.142135623731,0.0025,0.00914509867915929
20,0.0025,0.0222682319531568
2.5,0.005,-0.00237131142649919
3.53553390593274,0.005,-0.00227934976939301
5,0.005,-0.00175920027682128
7.07106781186548,0.005,0.000149507096670566
10,0.005,0.00118753770420427
14.142135623731,0.005,0.00769123171168379
20,0.005,0.0208154306529133
2.5,0.01,-0.00529378403831411
3.53553390593274,0.01,-0.00520356913816907
5,0.01,-0.00468468754907765
7.07106781186548,0.01,-0.00273594982784233
10,0.01,-0.00173878759025944
14.142135623731,0.01,0.00480032748823487
20,0.01,0.0178101095362846
2.5,0.02,-0.00959261733385217
3.53553390593274,0.02,-0.00949863840417272
5,0.02,-0.00896719144740804
7.07106781186548,0.02,-0.00706299124000432
10,0.02,-0.00605210154421891
14.142135623731,0.02,0.000383121634932037
20,0.02,0.0129320958905923
2.5,0.04,-0.0155300658957263
3.53553390593274,0.04,-0.0153755640456274
5,0.04,-0.0148793296808527
7.07106781186548,0.04,-0.0129969636335977
10,0.04,-0.0119547317488658
14.142135623731,0.04,-0.00561855671793018
20,0.04,0.00733629494590391
2.5,0.08,-0.0312979021515933
3.53553390593274,0.08,-0.0311897130853346
5,0.08,-0.0307401265728541
7.07106781186548,0.08,-0.028380132058271
10,0.08,-0.0278501568132322
14.142135623731,0.08,-0.0214479141751108
20,0.08,-0.00829859765705521
2.5,0.16,-0.0561819877336913
3.53553390593274,0.16,-0.0560263541342032
5,0.16,-0.0555364979851877
7.07106781186548,0.16,-0.0537456988427524
10,0.16,-0.0528170820131615
14.142135623731,0.16,-0.0472974145769893
20,0.16,-0.0353023483429511
