Var1,Var2,Var3
1.32192809488736,-9.64385618977473,-0.000181596790638458
1.82192809488736,-9.64385618977473,-9.53997339386986e-05
2.32192809488736,-9.64385618977473,0.000424138057041974
2.82192809488736,-9.64385618977473,0.0023670480218217
3.32192809488736,-9.64385618977473,0.00337561326424683
3.82192809488736,-9.64385618977473,0.00992019841413219
4.32192809488736,-9.64385618977473,0.0230560537641348
1.32192809488736,-8.64385618977473,-0.000947144559409493
1.82192809488736,-8.64385618977473,-0.000864051941862764
2.32192809488736,-8.64385618977473,-0.00034191752314139
2.82192809488736,-8.64385618977473,0.00158938548273406
3.32192809488736,-8.64385618977473,0.00260581770713774
3.82192809488736,-8.64385618977473,0.00914509867915929
4.32192809488736,-8.64385618977473,0.0222682319531568
1.32192809488736,-7.64385618977472,-0.00237131142649919
1.82192809488736,-7.64385618977472,-0.00227934976939301
2.32192809488736,-7.64385618977472,-0.00175920027682128
2.82192809488736,-7.64385618977472,0.000149507096670566
3.32192809488736,-7.64385618977472,0.00118753770420427
3.82192809488736,-7.64385618977472,0.00769123171168379
4.32192809488736,-7.64385618977472,0.0208154306529133
1.32192809488736,-6.64385618977472,-0.00529378403831411
1.82192809488736,-6.64385618977472,-0.00520356913816907
2.32192809488736,-6.64385618977472,-0.00468468754907765
2.82192809488736,-6.64385618977472,-0.00273594982784233
3.32192809488736,-6.64385618977472,-0.00173878759025944
3.82192809488736,-6.64385618977472,0.00480032748823487
4.32192809488736,-6.64385618977472,0.0178101095362846
1.32192809488736,-5.64385618977472,-0.00959261733385217
1.82192809488736,-5.64385618977472,-0.00949863840417272
2.32192809488736,-5.64385618977472,-0.00896719144740804
2.82192809488736,-5.64385618977472,-0.00706299124000432
3.32192809488736,-5.64385618977472,-0.00605210154421891
3.82192809488736,-5.64385618977472,0.000383121634932037
4.32192809488736,-5.64385618977472,0.0129320958905923
1.32192809488736,-4.64385618977472,-0.0155300658957263
1.82192809488736,-4.64385618977472,-0.0153755640456274
2.32192809488736,-4.64385618977472,-0.0148793296808527
2.82192809488736,-4.64385618977472,-0.0129969636335977
3.32192809488736,-4.64385618977472,-0.0119547317488658
3.82192809488736,-4.64385618977472,-0.00561855671793018
4.32192809488736,-4.64385618977472,0.00733629494590391
1.32192809488736,-3.64385618977472,-0.0312979021515933
1.82192809488736,-3.64385618977472,-0.0311897130853346
2.32192809488736,-3.64385618977472,-0.0307401265728541
2.82192809488736,-3.64385618977472,-0.028380132058271
3.32192809488736,-3.64385618977472,-0.0278501568132322
3.82192809488736,-3.64385618977472,-0.0214479141751108
4.32192809488736,-3.64385618977472,-0.00829859765705521
1.32192809488736,-2.64385618977472,-0.0561819877336913
1.82192809488736,-2.64385618977472,-0.0560263541342032
2.32192809488736,-2.64385618977472,-0.0555364979851877
2.82192809488736,-2.64385618977472,-0.0537456988427524
3.32192809488736,-2.64385618977472,-0.0528170820131615
3.82192809488736,-2.64385618977472,-0.0472974145769893
4.32192809488736,-2.64385618977472,-0.0353023483429511
